Record Id,Record Id,Search Name,Srch Created,Type of Case,Subject,Case Mgr,Primary Law Firm,Search Stage,Search Failed Date,K Date,Hours Reported,Source,Division,NOS,Clone?,Billing Date,Last Billed Date
zcrm_1936942000193552001,zcrm_1936942000212118489,GursahaneyRajendra_SterneKessler_PEPSICO,27-Dec-23,Intellectual Property,Food/Beverage,Christopher Park,Sterne Kessler Goldstein & Fox P.L.L.C.,Cases Completed (6),,27-Mar-24,23,Inbound,Patent,,FALSE,30-Apr-24,30-Apr-24
zcrm_1936942000193552001,zcrm_1936942000207982231,GursahaneyRajendra_SterneKessler_PEPSICO,27-Dec-23,Intellectual Property,Food/Beverage,Christopher Park,Sterne Kessler Goldstein & Fox P.L.L.C.,Cases Completed (6),,27-Mar-24,0,Inbound,Patent,,FALSE,31-Mar-24,30-Apr-24
zcrm_1936942000190528123,zcrm_1936942000224417168,CaricchioRoberto_QuinnEmanuel_NEKTAR,29-Nov-23,,Medical,Christopher Park,Quinn Emanuel Urquhart & Sullivan LLP,Cases Underway (5),,26-Mar-24,0,Inbound,Patent,190 Contract: Other,FALSE,31-Jul-24,
zcrm_1936942000204502028,zcrm_1936942000221017104,AndrewsScott_JacksonWalker_APPLIEDCONCEPTS,19-Mar-24,Intellectual Property,Technology,Susanna Ryan,Jackson Walker,Cases Underway (5),,22-Mar-24,5,Outbound,Patent,830 Patent,TRUE,30-Jun-24,31-Jul-24
zcrm_1936942000204502028,zcrm_1936942000224417069,AndrewsScott_JacksonWalker_APPLIEDCONCEPTS,19-Mar-24,Intellectual Property,Technology,Susanna Ryan,Jackson Walker,Cases Underway (5),,22-Mar-24,12,Outbound,Patent,830 Patent,TRUE,31-Jul-24,31-Jul-24
zcrm_1936942000204502028,zcrm_1936942000207937959,AndrewsScott_JacksonWalker_APPLIEDCONCEPTS,19-Mar-24,Intellectual Property,Technology,Susanna Ryan,Jackson Walker,Cases Underway (5),,22-Mar-24,0,Outbound,Patent,830 Patent,TRUE,31-Mar-24,31-Jul-24
zcrm_1936942000204502028,zcrm_1936942000207982161,AndrewsScott_JacksonWalker_APPLIEDCONCEPTS,19-Mar-24,Intellectual Property,Technology,Susanna Ryan,Jackson Walker,Cases Underway (5),,22-Mar-24,0,Outbound,Patent,830 Patent,TRUE,31-Mar-24,31-Jul-24
zcrm_1936942000204502016,zcrm_1936942000212160407,RosingTajanaŠimunić_ARENTFOXSCHIFF_Ouraring,19-Mar-24,Intellectual Property,Medical,Christopher Park,ArentFox Schiff,Cases Underway (5),,22-Mar-24,0.42,Inbound,Patent,,TRUE,30-Apr-24,31-Jul-24
zcrm_1936942000204502016,zcrm_1936942000224417116,RosingTajanaŠimunić_ARENTFOXSCHIFF_Ouraring,19-Mar-24,Intellectual Property,Medical,Christopher Park,ArentFox Schiff,Cases Underway (5),,22-Mar-24,2.13,Inbound,Patent,,TRUE,31-Jul-24,31-Jul-24
zcrm_1936942000204502016,zcrm_1936942000221019108,RosingTajanaŠimunić_ARENTFOXSCHIFF_Ouraring,19-Mar-24,Intellectual Property,Medical,Christopher Park,ArentFox Schiff,Cases Underway (5),,22-Mar-24,0,Inbound,Patent,,TRUE,30-Jun-24,31-Jul-24
zcrm_1936942000204502016,zcrm_1936942000216488301,RosingTajanaŠimunić_ARENTFOXSCHIFF_Ouraring,19-Mar-24,Intellectual Property,Medical,Christopher Park,ArentFox Schiff,Cases Underway (5),,22-Mar-24,0,Inbound,Patent,,TRUE,31-May-24,31-Jul-24
zcrm_1936942000202327001,zcrm_1936942000212118552,KudrowitzBarry_Polsinelli_IFETCH,1-Mar-24,Intellectual Property,Industrial /Mechanical Design of Consumer Products,Susanna Ryan,Polsinelli PC,Cases Underway (5),,22-Mar-24,3,Inbound,Patent,,FALSE,30-Apr-24,31-Jul-24
zcrm_1936942000202327001,zcrm_1936942000221017125,KudrowitzBarry_Polsinelli_IFETCH,1-Mar-24,Intellectual Property,Industrial /Mechanical Design of Consumer Products,Susanna Ryan,Polsinelli PC,Cases Underway (5),,22-Mar-24,1.5,Inbound,Patent,,FALSE,30-Jun-24,31-Jul-24
zcrm_1936942000202327001,zcrm_1936942000224417091,KudrowitzBarry_Polsinelli_IFETCH,1-Mar-24,Intellectual Property,Industrial /Mechanical Design of Consumer Products,Susanna Ryan,Polsinelli PC,Cases Underway (5),,22-Mar-24,6,Inbound,Patent,,FALSE,31-Jul-24,31-Jul-24
zcrm_1936942000202327001,zcrm_1936942000207982278,KudrowitzBarry_Polsinelli_IFETCH,1-Mar-24,Intellectual Property,Industrial /Mechanical Design of Consumer Products,Susanna Ryan,Polsinelli PC,Cases Underway (5),,22-Mar-24,0,Inbound,Patent,,FALSE,31-Mar-24,31-Jul-24
zcrm_1936942000202327001,zcrm_1936942000216407452,KudrowitzBarry_Polsinelli_IFETCH,1-Mar-24,Intellectual Property,Industrial /Mechanical Design of Consumer Products,Susanna Ryan,Polsinelli PC,Cases Underway (5),,22-Mar-24,2.5,Inbound,Patent,,FALSE,31-May-24,31-Jul-24
zcrm_1936942000202327001,zcrm_1936942000208005076,KudrowitzBarry_Polsinelli_IFETCH,1-Mar-24,Intellectual Property,Industrial /Mechanical Design of Consumer Products,Susanna Ryan,Polsinelli PC,Cases Underway (5),,22-Mar-24,0,Inbound,Patent,,FALSE,31-Mar-24,31-Jul-24
zcrm_1936942000202273098,zcrm_1936942000207937970,BergeronBryan_ARENTFOXSCHIFF_Ouraring,29-Feb-24,Unfiled,Medical,Christopher Park,ArentFox Schiff,Cases Underway (5),,22-Mar-24,0,Inbound,Patent,,FALSE,31-Mar-24,30-Apr-24
zcrm_1936942000202273098,zcrm_1936942000216488252,BergeronBryan_ARENTFOXSCHIFF_Ouraring,29-Feb-24,Unfiled,Medical,Christopher Park,ArentFox Schiff,Cases Underway (5),,22-Mar-24,0,Inbound,Patent,,FALSE,31-May-24,30-Apr-24
zcrm_1936942000202273098,zcrm_1936942000212118399,BergeronBryan_ARENTFOXSCHIFF_Ouraring,29-Feb-24,Unfiled,Medical,Christopher Park,ArentFox Schiff,Cases Underway (5),,22-Mar-24,0.75,Inbound,Patent,,FALSE,30-Apr-24,30-Apr-24
zcrm_1936942000202273098,zcrm_1936942000207982172,BergeronBryan_ARENTFOXSCHIFF_Ouraring,29-Feb-24,Unfiled,Medical,Christopher Park,ArentFox Schiff,Cases Underway (5),,22-Mar-24,0,Inbound,Patent,,FALSE,31-Mar-24,30-Apr-24
zcrm_1936942000202273098,zcrm_1936942000224417155,BergeronBryan_ARENTFOXSCHIFF_Ouraring,29-Feb-24,Unfiled,Medical,Christopher Park,ArentFox Schiff,Cases Underway (5),,22-Mar-24,0,Inbound,Patent,,FALSE,31-Jul-24,30-Apr-24
zcrm_1936942000202273098,zcrm_1936942000221017158,BergeronBryan_ARENTFOXSCHIFF_Ouraring,29-Feb-24,Unfiled,Medical,Christopher Park,ArentFox Schiff,Cases Underway (5),,22-Mar-24,0,Inbound,Patent,,FALSE,30-Jun-24,30-Apr-24
zcrm_1936942000200048003,zcrm_1936942000212118482,GoodnickStephen_Finnegan_RECSOLAR,16-Feb-24,Intellectual Property,Technology,Christopher Park,"Finnegan, Henderson, Farabow, Garrett & Dunner",Cases Underway (5),,22-Mar-24,3.5,Inbound,Patent,,FALSE,30-Apr-24,30-Apr-24
zcrm_1936942000200048003,zcrm_1936942000207982136,GoodnickStephen_Finnegan_RECSOLAR,16-Feb-24,Intellectual Property,Technology,Christopher Park,"Finnegan, Henderson, Farabow, Garrett & Dunner",Cases Underway (5),,22-Mar-24,2.5,Inbound,Patent,,FALSE,31-Mar-24,30-Apr-24
zcrm_1936942000198053169,zcrm_1936942000216407450,WilliamsDavidH_JacksonWalker_APPLIEDCONCEPTS,2-Feb-24,Intellectual Property,Technology,Susanna Ryan,Jackson Walker,Cases Underway (5),,22-Mar-24,0,Outbound,Patent,830 Patent,FALSE,31-May-24,
zcrm_1936942000198053169,zcrm_1936942000224419149,WilliamsDavidH_JacksonWalker_APPLIEDCONCEPTS,2-Feb-24,Intellectual Property,Technology,Susanna Ryan,Jackson Walker,Cases Underway (5),,22-Mar-24,0,Outbound,Patent,830 Patent,FALSE,31-Jul-24,
zcrm_1936942000198053169,zcrm_1936942000208005188,WilliamsDavidH_JacksonWalker_APPLIEDCONCEPTS,2-Feb-24,Intellectual Property,Technology,Susanna Ryan,Jackson Walker,Cases Underway (5),,22-Mar-24,0,Outbound,Patent,830 Patent,FALSE,31-Mar-24,
zcrm_1936942000198053169,zcrm_1936942000221019156,WilliamsDavidH_JacksonWalker_APPLIEDCONCEPTS,2-Feb-24,Intellectual Property,Technology,Susanna Ryan,Jackson Walker,Cases Underway (5),,22-Mar-24,0,Outbound,Patent,830 Patent,FALSE,30-Jun-24,
zcrm_1936942000198053169,zcrm_1936942000208002149,WilliamsDavidH_JacksonWalker_APPLIEDCONCEPTS,2-Feb-24,Intellectual Property,Technology,Susanna Ryan,Jackson Walker,Cases Underway (5),,22-Mar-24,0,Outbound,Patent,830 Patent,FALSE,31-Mar-24,
zcrm_1936942000195599136,zcrm_1936942000224417178,CrowleyMichael_KattenMuchin_MYLAN,17-Jan-24,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Underway (5),,21-Mar-24,0,Inbound,Patent,830 Patent,TRUE,31-Jul-24,
zcrm_1936942000195599136,zcrm_1936942000207982187,CrowleyMichael_KattenMuchin_MYLAN,17-Jan-24,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Underway (5),,21-Mar-24,0,Inbound,Patent,830 Patent,TRUE,31-Mar-24,
zcrm_1936942000195599136,zcrm_1936942000221017178,CrowleyMichael_KattenMuchin_MYLAN,17-Jan-24,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Underway (5),,21-Mar-24,0,Inbound,Patent,830 Patent,TRUE,30-Jun-24,
zcrm_1936942000195599136,zcrm_1936942000207937985,CrowleyMichael_KattenMuchin_MYLAN,17-Jan-24,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Underway (5),,21-Mar-24,0,Inbound,Patent,830 Patent,TRUE,31-Mar-24,
zcrm_1936942000195599136,zcrm_1936942000212118423,CrowleyMichael_KattenMuchin_MYLAN,17-Jan-24,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Underway (5),,21-Mar-24,0,Inbound,Patent,830 Patent,TRUE,30-Apr-24,
zcrm_1936942000195599136,zcrm_1936942000216407462,CrowleyMichael_KattenMuchin_MYLAN,17-Jan-24,Intellectual Property,Pharmaceuticals,Christopher Park,Katten Muchin Rosenman,Cases Underway (5),,21-Mar-24,0,Inbound,Patent,830 Patent,TRUE,31-May-24,
zcrm_1936942000192638166,zcrm_1936942000224417051,GukasyanHovhannes_PERKINSCOIE_OysterPoint,19-Dec-23,Intellectual Property,Pharmaceuticals,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,21-Mar-24,25.5,Outbound,Patent,830 Patent,TRUE,31-Jul-24,31-Jul-24
zcrm_1936942000192638166,zcrm_1936942000208005026,GukasyanHovhannes_PERKINSCOIE_OysterPoint,19-Dec-23,Intellectual Property,Pharmaceuticals,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,21-Mar-24,0,Outbound,Patent,830 Patent,TRUE,31-Mar-24,31-Jul-24
zcrm_1936942000192638166,zcrm_1936942000207982228,GukasyanHovhannes_PERKINSCOIE_OysterPoint,19-Dec-23,Intellectual Property,Pharmaceuticals,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,21-Mar-24,0,Outbound,Patent,830 Patent,TRUE,31-Mar-24,31-Jul-24
zcrm_1936942000199058033,zcrm_1936942000224419124,StoneDonald_MILLERSHAH_Jonesetal,9-Feb-24,Class Action,Consumer Business,Amy Perkins,Miller Shah LLP,Cases Underway (5),,19-Mar-24,0,Outbound,Expansion,791 Labor: ERISA,FALSE,31-Jul-24,
zcrm_1936942000199058033,zcrm_1936942000216407368,StoneDonald_MILLERSHAH_Jonesetal,9-Feb-24,Class Action,Consumer Business,Amy Perkins,Miller Shah LLP,Cases Underway (5),,19-Mar-24,0,Outbound,Expansion,791 Labor: ERISA,FALSE,31-May-24,
zcrm_1936942000199058033,zcrm_1936942000221019129,StoneDonald_MILLERSHAH_Jonesetal,9-Feb-24,Class Action,Consumer Business,Amy Perkins,Miller Shah LLP,Cases Underway (5),,19-Mar-24,0,Outbound,Expansion,791 Labor: ERISA,FALSE,30-Jun-24,
zcrm_1936942000199058033,zcrm_1936942000208005167,StoneDonald_MILLERSHAH_Jonesetal,9-Feb-24,Class Action,Consumer Business,Amy Perkins,Miller Shah LLP,Cases Underway (5),,19-Mar-24,0,Outbound,Expansion,791 Labor: ERISA,FALSE,31-Mar-24,
zcrm_1936942000199058033,zcrm_1936942000212160439,StoneDonald_MILLERSHAH_Jonesetal,9-Feb-24,Class Action,Consumer Business,Amy Perkins,Miller Shah LLP,Cases Underway (5),,19-Mar-24,0,Outbound,Expansion,791 Labor: ERISA,FALSE,30-Apr-24,
zcrm_1936942000199058033,zcrm_1936942000208002128,StoneDonald_MILLERSHAH_Jonesetal,9-Feb-24,Class Action,Consumer Business,Amy Perkins,Miller Shah LLP,Cases Underway (5),,19-Mar-24,0,Outbound,Expansion,791 Labor: ERISA,FALSE,31-Mar-24,
zcrm_1936942000197005125,zcrm_1936942000216407239,SchwartzbardArthur_PerkinsCoie_MYLAN,26-Jan-24,Intellectual Property,Pharmaceuticals,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,19-Mar-24,10,Inbound,Patent,830 Patent,TRUE,31-May-24,31-Jul-24
zcrm_1936942000197005125,zcrm_1936942000221019114,SchwartzbardArthur_PerkinsCoie_MYLAN,26-Jan-24,Intellectual Property,Pharmaceuticals,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,19-Mar-24,0,Inbound,Patent,830 Patent,TRUE,30-Jun-24,31-Jul-24
zcrm_1936942000197005125,zcrm_1936942000224417064,SchwartzbardArthur_PerkinsCoie_MYLAN,26-Jan-24,Intellectual Property,Pharmaceuticals,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,19-Mar-24,15,Inbound,Patent,830 Patent,TRUE,31-Jul-24,31-Jul-24
zcrm_1936942000196979112,zcrm_1936942000212118571,LinHerbert_PerkinsCoie_MYLAN,26-Jan-24,Intellectual Property,Pharmaceuticals,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,19-Mar-24,28.75,Inbound,Patent,830 Patent,TRUE,30-Apr-24,30-Apr-24
zcrm_1936942000196979112,zcrm_1936942000216407360,LinHerbert_PerkinsCoie_MYLAN,26-Jan-24,Intellectual Property,Pharmaceuticals,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,19-Mar-24,0,Inbound,Patent,830 Patent,TRUE,31-May-24,30-Apr-24
zcrm_1936942000196979112,zcrm_1936942000221019053,LinHerbert_PerkinsCoie_MYLAN,26-Jan-24,Intellectual Property,Pharmaceuticals,Susanna Ryan,Perkins Coie LLP,Cases Underway (5),,19-Mar-24,0,Inbound,Patent,830 Patent,TRUE,30-Jun-24,30-Apr-24
zcrm_1936942000198012077,zcrm_1936942000212118448,EslamimehrMahdi_HodgsonRuss_SYNACOR,5-Feb-24,Copyright,Technology,Susanna Ryan,Hodgson Russ,Cases Underway (5),,18-Mar-24,2,Inbound,Patent,,FALSE,30-Apr-24,30-Jun-24
zcrm_1936942000198012077,zcrm_1936942000207982138,EslamimehrMahdi_HodgsonRuss_SYNACOR,5-Feb-24,Copyright,Technology,Susanna Ryan,Hodgson Russ,Cases Underway (5),,18-Mar-24,2,Inbound,Patent,,FALSE,31-Mar-24,30-Jun-24
zcrm_1936942000198012077,zcrm_1936942000221017052,EslamimehrMahdi_HodgsonRuss_SYNACOR,5-Feb-24,Copyright,Technology,Susanna Ryan,Hodgson Russ,Cases Underway (5),,18-Mar-24,39.03,Inbound,Patent,,FALSE,30-Jun-24,30-Jun-24
zcrm_1936942000198012077,zcrm_1936942000216407330,EslamimehrMahdi_HodgsonRuss_SYNACOR,5-Feb-24,Copyright,Technology,Susanna Ryan,Hodgson Russ,Cases Underway (5),,18-Mar-24,46.23,Inbound,Patent,,FALSE,31-May-24,30-Jun-24
zcrm_1936942000201283178,zcrm_1936942000216407237,HartupDavid_SUNSTEIN_Baccus,26-Feb-24,Not Litigation,Technology,Susanna Ryan,Sunstein Kann Murphy & Timbers,Cases Underway (5),,15-Mar-24,0,Inbound,Patent,,FALSE,31-May-24,30-Apr-24
zcrm_1936942000201283178,zcrm_1936942000221017239,HartupDavid_SUNSTEIN_Baccus,26-Feb-24,Not Litigation,Technology,Susanna Ryan,Sunstein Kann Murphy & Timbers,Cases Underway (5),,15-Mar-24,0,Inbound,Patent,,FALSE,30-Jun-24,30-Apr-24
zcrm_1936942000201283178,zcrm_1936942000224417236,HartupDavid_SUNSTEIN_Baccus,26-Feb-24,Not Litigation,Technology,Susanna Ryan,Sunstein Kann Murphy & Timbers,Cases Underway (5),,15-Mar-24,0,Inbound,Patent,,FALSE,31-Jul-24,30-Apr-24
zcrm_1936942000201283178,zcrm_1936942000212118501,HartupDavid_SUNSTEIN_Baccus,26-Feb-24,Not Litigation,Technology,Susanna Ryan,Sunstein Kann Murphy & Timbers,Cases Underway (5),,15-Mar-24,9.4,Inbound,Patent,,FALSE,30-Apr-24,30-Apr-24
zcrm_1936942000201283178,zcrm_1936942000207982118,HartupDavid_SUNSTEIN_Baccus,26-Feb-24,Not Litigation,Technology,Susanna Ryan,Sunstein Kann Murphy & Timbers,Cases Underway (5),,15-Mar-24,5.3,Inbound,Patent,,FALSE,31-Mar-24,30-Apr-24
zcrm_1936942000201358333,zcrm_1936942000216407234,LustigSteven_LathamWatkins_KOLON,26-Feb-24,Intellectual Property,Chemicals - Nonpharmaceuticals,Christopher Park,Latham & Watkins LLP,Cases Underway (5),,14-Mar-24,0,Outbound,Patent,,FALSE,31-May-24,
zcrm_1936942000201358333,zcrm_1936942000221019057,LustigSteven_LathamWatkins_KOLON,26-Feb-24,Intellectual Property,Chemicals - Nonpharmaceuticals,Christopher Park,Latham & Watkins LLP,Cases Underway (5),,14-Mar-24,0,Outbound,Patent,,FALSE,30-Jun-24,
zcrm_1936942000201358333,zcrm_1936942000224419051,LustigSteven_LathamWatkins_KOLON,26-Feb-24,Intellectual Property,Chemicals - Nonpharmaceuticals,Christopher Park,Latham & Watkins LLP,Cases Underway (5),,14-Mar-24,0,Outbound,Patent,,FALSE,31-Jul-24,
zcrm_1936942000201358333,zcrm_1936942000208005094,LustigSteven_LathamWatkins_KOLON,26-Feb-24,Intellectual Property,Chemicals - Nonpharmaceuticals,Christopher Park,Latham & Watkins LLP,Cases Underway (5),,14-Mar-24,0,Outbound,Patent,,FALSE,31-Mar-24,
zcrm_1936942000201358333,zcrm_1936942000208002055,LustigSteven_LathamWatkins_KOLON,26-Feb-24,Intellectual Property,Chemicals - Nonpharmaceuticals,Christopher Park,Latham & Watkins LLP,Cases Underway (5),,14-Mar-24,0,Outbound,Patent,,FALSE,31-Mar-24,
zcrm_1936942000201358333,zcrm_1936942000212118575,LustigSteven_LathamWatkins_KOLON,26-Feb-24,Intellectual Property,Chemicals - Nonpharmaceuticals,Christopher Park,Latham & Watkins LLP,Cases Underway (5),,14-Mar-24,0,Outbound,Patent,,FALSE,30-Apr-24,
zcrm_1936942000202642189,zcrm_1936942000207982106,FinleyJohn_BURSORFISHERPA_Gagetaetal,4-Mar-24,Class Action,Food/Beverage,Amy Perkins,Bursor & Fisher PA,Cases Underway (5),,13-Mar-24,7,Inbound,Expansion,370 Other Fraud or Truth in Lending,FALSE,31-Mar-24,30-Apr-24
zcrm_1936942000202642189,zcrm_1936942000224417203,FinleyJohn_BURSORFISHERPA_Gagetaetal,4-Mar-24,Class Action,Food/Beverage,Amy Perkins,Bursor & Fisher PA,Cases Underway (5),,13-Mar-24,0,Inbound,Expansion,370 Other Fraud or Truth in Lending,FALSE,31-Jul-24,30-Apr-24
zcrm_1936942000202642189,zcrm_1936942000221017209,FinleyJohn_BURSORFISHERPA_Gagetaetal,4-Mar-24,Class Action,Food/Beverage,Amy Perkins,Bursor & Fisher PA,Cases Underway (5),,13-Mar-24,0,Inbound,Expansion,370 Other Fraud or Truth in Lending,FALSE,30-Jun-24,30-Apr-24
zcrm_1936942000202642189,zcrm_1936942000216488327,FinleyJohn_BURSORFISHERPA_Gagetaetal,4-Mar-24,Class Action,Food/Beverage,Amy Perkins,Bursor & Fisher PA,Cases Underway (5),,13-Mar-24,0,Inbound,Expansion,370 Other Fraud or Truth in Lending,FALSE,31-May-24,30-Apr-24
zcrm_1936942000202642189,zcrm_1936942000207982062,FinleyJohn_BURSORFISHERPA_Gagetaetal,4-Mar-24,Class Action,Food/Beverage,Amy Perkins,Bursor & Fisher PA,Cases Underway (5),,13-Mar-24,31.5,Inbound,Expansion,370 Other Fraud or Truth in Lending,FALSE,31-Mar-24,30-Apr-24
zcrm_1936942000202642189,zcrm_1936942000212118456,FinleyJohn_BURSORFISHERPA_Gagetaetal,4-Mar-24,Class Action,Food/Beverage,Amy Perkins,Bursor & Fisher PA,Cases Underway (5),,13-Mar-24,12,Inbound,Expansion,370 Other Fraud or Truth in Lending,FALSE,30-Apr-24,30-Apr-24
zcrm_1936942000203192183,zcrm_1936942000216407335,TaghizadehRouzbeh_CLARKHILL,8-Mar-24,Intellectual Property,Biotechnology,Susanna Ryan,Clark Hill PLC,Cases Underway (5),,11-Mar-24,0,Inbound,Patent,880 Defend Trade Secrets Act (of 2016),TRUE,31-May-24,
zcrm_1936942000203192183,zcrm_1936942000221019136,TaghizadehRouzbeh_CLARKHILL,8-Mar-24,Intellectual Property,Biotechnology,Susanna Ryan,Clark Hill PLC,Cases Underway (5),,11-Mar-24,0,Inbound,Patent,880 Defend Trade Secrets Act (of 2016),TRUE,30-Jun-24,
zcrm_1936942000203192183,zcrm_1936942000224419131,TaghizadehRouzbeh_CLARKHILL,8-Mar-24,Intellectual Property,Biotechnology,Susanna Ryan,Clark Hill PLC,Cases Underway (5),,11-Mar-24,0,Inbound,Patent,880 Defend Trade Secrets Act (of 2016),TRUE,31-Jul-24,
zcrm_1936942000203192183,zcrm_1936942000212160451,TaghizadehRouzbeh_CLARKHILL,8-Mar-24,Intellectual Property,Biotechnology,Susanna Ryan,Clark Hill PLC,Cases Underway (5),,11-Mar-24,0,Inbound,Patent,880 Defend Trade Secrets Act (of 2016),TRUE,30-Apr-24,
zcrm_1936942000203192183,zcrm_1936942000208005176,TaghizadehRouzbeh_CLARKHILL,8-Mar-24,Intellectual Property,Biotechnology,Susanna Ryan,Clark Hill PLC,Cases Underway (5),,11-Mar-24,0,Inbound,Patent,880 Defend Trade Secrets Act (of 2016),TRUE,31-Mar-24,
zcrm_1936942000203192183,,TaghizadehRouzbeh_CLARKHILL,8-Mar-24,Intellectual Property,Biotechnology,Susanna Ryan,Clark Hill PLC,Cases Underway (5),,11-Mar-24,0,Inbound,Patent,880 Defend Trade Secrets Act (of 2016),TRUE,31-Mar-24,
zcrm_1936942000202601088,zcrm_1936942000221019051,LibertDavid_BLUNTSLOCOMB_Blunt,4-Mar-24,Tort,Medical,Kara Magid,"Blunt Slocomb, Ltd.",Cases Underway (5),,11-Mar-24,0,Inbound,Expansion,,TRUE,30-Jun-24,31-Mar-24
zcrm_1936942000202601088,zcrm_1936942000224419047,LibertDavid_BLUNTSLOCOMB_Blunt,4-Mar-24,Tort,Medical,Kara Magid,"Blunt Slocomb, Ltd.",Cases Underway (5),,11-Mar-24,0,Inbound,Expansion,,TRUE,31-Jul-24,31-Mar-24
zcrm_1936942000202601088,zcrm_1936942000216407235,LibertDavid_BLUNTSLOCOMB_Blunt,4-Mar-24,Tort,Medical,Kara Magid,"Blunt Slocomb, Ltd.",Cases Underway (5),,11-Mar-24,0,Inbound,Expansion,,TRUE,31-May-24,31-Mar-24
zcrm_1936942000202601088,zcrm_1936942000212118570,LibertDavid_BLUNTSLOCOMB_Blunt,4-Mar-24,Tort,Medical,Kara Magid,"Blunt Slocomb, Ltd.",Cases Underway (5),,11-Mar-24,0,Inbound,Expansion,,TRUE,30-Apr-24,31-Mar-24
zcrm_1936942000202601088,zcrm_1936942000207982126,LibertDavid_BLUNTSLOCOMB_Blunt,4-Mar-24,Tort,Medical,Kara Magid,"Blunt Slocomb, Ltd.",Cases Underway (5),,11-Mar-24,4,Inbound,Expansion,,TRUE,31-Mar-24,31-Mar-24
zcrm_1936942000201593019,zcrm_1936942000207982114,BergstromRichard_Perkins_MYLAN,27-Feb-24,Intellectual Property,Pharmaceuticals,Susanna Ryan,Perkins Coie LLP,Cases Completed (6),,11-Mar-24,5.5,Inbound,Patent,830 Patent,TRUE,31-Mar-24,30-Apr-24
zcrm_1936942000201593019,zcrm_1936942000212118400,BergstromRichard_Perkins_MYLAN,27-Feb-24,Intellectual Property,Pharmaceuticals,Susanna Ryan,Perkins Coie LLP,Cases Completed (6),,11-Mar-24,38.33,Inbound,Patent,830 Patent,TRUE,30-Apr-24,30-Apr-24
zcrm_1936942000201593019,zcrm_1936942000216407465,BergstromRichard_Perkins_MYLAN,27-Feb-24,Intellectual Property,Pharmaceuticals,Susanna Ryan,Perkins Coie LLP,Cases Completed (6),,11-Mar-24,0,Inbound,Patent,830 Patent,TRUE,31-May-24,30-Apr-24
zcrm_1936942000198223028,zcrm_1936942000224417247,HofmeisterCraig_HAGENSBERMAN_LouisianaHealth,6-Feb-24,,Pharmaceuticals,Susanna Ryan,Hagens Berman Sobol Shapiro LLP,Cases Underway (5),,11-Mar-24,0,Inbound,Patent,410 Anti-Trust,TRUE,31-Jul-24,30-Apr-24
zcrm_1936942000198223028,zcrm_1936942000221017252,HofmeisterCraig_HAGENSBERMAN_LouisianaHealth,6-Feb-24,,Pharmaceuticals,Susanna Ryan,Hagens Berman Sobol Shapiro LLP,Cases Underway (5),,11-Mar-24,0,Inbound,Patent,410 Anti-Trust,TRUE,30-Jun-24,30-Apr-24
zcrm_1936942000198223028,zcrm_1936942000216488307,HofmeisterCraig_HAGENSBERMAN_LouisianaHealth,6-Feb-24,,Pharmaceuticals,Susanna Ryan,Hagens Berman Sobol Shapiro LLP,Cases Underway (5),,11-Mar-24,0,Inbound,Patent,410 Anti-Trust,TRUE,31-May-24,30-Apr-24
zcrm_1936942000198223028,zcrm_1936942000207982252,HofmeisterCraig_HAGENSBERMAN_LouisianaHealth,6-Feb-24,,Pharmaceuticals,Susanna Ryan,Hagens Berman Sobol Shapiro LLP,Cases Underway (5),,11-Mar-24,0,Inbound,Patent,410 Anti-Trust,TRUE,31-Mar-24,30-Apr-24
